id,scene,category,name,x,y,z,quest_names,quest_roles,container_id,active_self,active_in_hierarchy,juice_flavour,juice_number,object_name,hierarchy,component_type,component_path_id,source_file,notes
level15:236595,Winter,Mushroom,CollectableMushroom_30 (2),-90.644438,7.972936,-21.909554,,,,False,False,,,CollectableMushroom_30 (2),Environment/MISC/Shrines/Shrines/RewardShrine (1)/Reward/CollectableMushroom_30 (2),CollectableMushroom,236595,level15,
level15:236596,Winter,Mushroom,CollectableMushroom_30 (2),-249.392818,7.789263,-147.388241,,,,False,False,,,CollectableMushroom_30 (2),Environment/MISC/Shrines/Shrines/RewardShrine (2)/Reward/CollectableMushroom_30 (2),CollectableMushroom,236596,level15,
level15:237197,Winter,Mushroom,CollectableMushroom,-791.489348,10.68411,-57.031856,,,,False,False,,,CollectableMushroom,Environment/MISC/Bird Boxes/birdhouse-a (5)/CollectableMushroom,CollectableMushroom,237197,level15,
level15:237198,Winter,Mushroom,CollectableMushroom,-616.355487,23.656927,194.795418,,,,False,False,,,CollectableMushroom,Environment/MISC/Bird Boxes/birdhouse-a (6)/CollectableMushroom,CollectableMushroom,237198,level15,
level15:237199,Winter,Mushroom,CollectableMushroom,-160.254191,3.228581,138.354392,,,,False,False,,,CollectableMushroom,Environment/MISC/Bird Boxes/birdhouse-a/CollectableMushroom,CollectableMushroom,237199,level15,
level15:237200,Winter,Mushroom,CollectableMushroom,-795.447325,27.774655,-288.762556,,,,False,False,,,CollectableMushroom,Environment/MISC/Bird Boxes/birdhouse-a (4)/CollectableMushroom,CollectableMushroom,237200,level15,
level15:237201,Winter,Mushroom,CollectableMushroom,-473.508872,13.688987,-33.069262,,,,False,False,,,CollectableMushroom,Environment/MISC/Bird Boxes/birdhouse-a (3)/CollectableMushroom,CollectableMushroom,237201,level15,
level15:237202,Winter,Mushroom,CollectableMushroom,-381.046935,19.337305,393.179777,,,,False,False,,,CollectableMushroom,Environment/MISC/Bird Boxes/birdhouse-a (2)/CollectableMushroom,CollectableMushroom,237202,level15,
level15:237203,Winter,Mushroom,CollectableMushroom,-166.944533,3.337691,327.40212,,,,False,False,,,CollectableMushroom,Environment/MISC/Bird Boxes/birdhouse-a (1)/CollectableMushroom,CollectableMushroom,237203,level15,
level15:237358,Winter,NPC,EN,-147.548997,59.966999,-260.251003,,,,False,False,,,EggHuntFrog,Environment/Manmade/Mini Games/EggHunt/EggHuntFrog,NpcBase,237358,level15,
level15:238415,Winter,Bolt,CollectableBolt,-822.440002,1.663733,-426.48999,,,,True,False,,,CollectableBolt,Environment/MISC/Presents/Large/present-box - Large (3)/BoltHolder/CollectableBolt,CollectableBolt,238415,level15,
level15:238416,Winter,Bolt,CollectableBolt,-816.094971,1.742154,-421.880005,,,,True,False,,,CollectableBolt,Environment/MISC/Presents/Tall/present-box - Tall (2)/BoltHolder/CollectableBolt,CollectableBolt,238416,level15,
level15:238417,Winter,Bolt,CollectableBolt,-371.40799,0.272,189.031998,,,,True,False,,,CollectableBolt,Environment/MISC/Presents/present-box - Tall (10)/BoltHolder/CollectableBolt,CollectableBolt,238417,level15,
level15:238418,Winter,Bolt,CollectableBolt,-839.621094,-0.411,-332.553009,,,,True,False,,,CollectableBolt,Environment/MISC/Presents/present-box - Large (4)/BoltHolder/CollectableBolt,CollectableBolt,238418,level15,
level15:238419,Winter,Bolt,CollectableBolt,-354.940277,-0.046,436.408997,,,,True,False,,,CollectableBolt,Environment/MISC/Presents/present-box - Large (11)/BoltHolder/CollectableBolt,CollectableBolt,238419,level15,
level15:238420,Winter,Bolt,CollectableBolt,-820.940002,1.663733,-426.48999,,,,True,False,,,CollectableBolt,Environment/MISC/Presents/Large/present-box - Large (2)/BoltHolder/CollectableBolt,CollectableBolt,238420,level15,
level15:238421,Winter,Bolt,CollectableBolt,-287.8643,3.152965,-278.91824,,,,True,False,,,CollectableBolt,Environment/MISC/Presents/present-box - Tall (5)/BoltHolder/CollectableBolt,CollectableBolt,238421,level15,
level15:238422,Winter,Bolt,CollectableBolt,-817.094971,1.742154,-421.880005,,,,True,False,,,CollectableBolt,Environment/MISC/Presents/Tall/present-box - Tall (1)/BoltHolder/CollectableBolt,CollectableBolt,238422,level15,
level15:238423,Winter,Bolt,CollectableBolt,-786.89978,2.448,-216.300385,,,,True,False,,,CollectableBolt,Environment/MISC/Presents/present-box - Large (5)/BoltHolder/CollectableBolt,CollectableBolt,238423,level15,
level15:238424,Winter,Bolt,CollectableBolt,-108.62841,13.265329,295.616313,,,,True,False,,,CollectableBolt,Environment/MISC/Presents/present-box - Tall (11)/BoltHolder/CollectableBolt,CollectableBolt,238424,level15,
level15:238425,Winter,Bolt,CollectableBolt,-589.063599,0.025,-49.23172,,,,True,False,,,CollectableBolt,Environment/MISC/Presents/present-box - Large (6)/BoltHolder/CollectableBolt,CollectableBolt,238425,level15,
level15:238426,Winter,Bolt,CollectableBolt,-560.596105,4.829848,6.249841,,,,True,False,,,CollectableBolt,Environment/MISC/Presents/present-box - Large (7)/BoltHolder/CollectableBolt,CollectableBolt,238426,level15,
level15:238427,Winter,Bolt,CollectableBolt,-819.440002,1.663733,-426.48999,,,,True,False,,,CollectableBolt,Environment/MISC/Presents/Large/present-box - Large (1)/BoltHolder/CollectableBolt,CollectableBolt,238427,level15,
level15:238428,Winter,Bolt,CollectableBolt,-816.228027,1.663733,-424.295013,,,,True,False,,,CollectableBolt,Environment/MISC/Presents/Large/present-box - Large/BoltHolder/CollectableBolt,CollectableBolt,238428,level15,
level15:238429,Winter,Bolt,CollectableBolt,-591.25,160.810493,170.85876,,,,True,False,,,CollectableBolt,Environment/MISC/Presents/present-box - Large (10)/BoltHolder/CollectableBolt,CollectableBolt,238429,level15,
level15:238430,Winter,Bolt,CollectableBolt,-810.343798,8.491348,-35.673652,,,,True,False,,,CollectableBolt,Environment/MISC/Presents/present-box - Tall (9)/BoltHolder/CollectableBolt,CollectableBolt,238430,level15,
level15:238431,Winter,Bolt,CollectableBolt,-869.93103,72.205681,207.481839,,,,True,False,,,CollectableBolt,Environment/MISC/Presents/present-box - Tall (8)/BoltHolder/CollectableBolt,CollectableBolt,238431,level15,
level15:238432,Winter,Bolt,CollectableBolt,-545.635254,-0.113,112.489784,,,,True,False,,,CollectableBolt,Environment/MISC/Presents/present-box - Large (9)/BoltHolder/CollectableBolt,CollectableBolt,238432,level15,
level15:238433,Winter,Bolt,CollectableBolt,-447.670013,-0.115,-65.540489,,,,True,False,,,CollectableBolt,Environment/MISC/Presents/present-box - Large (8)/BoltHolder/CollectableBolt,CollectableBolt,238433,level15,
level15:238434,Winter,Bolt,CollectableBolt,-815.094971,1.742154,-421.880005,,,,True,False,,,CollectableBolt,Environment/MISC/Presents/Tall/present-box - Tall (3)/BoltHolder/CollectableBolt,CollectableBolt,238434,level15,
level15:238435,Winter,Bolt,CollectableBolt,-818.094971,1.742154,-421.880005,,,,True,False,,,CollectableBolt,Environment/MISC/Presents/Tall/present-box - Tall/BoltHolder/CollectableBolt,CollectableBolt,238435,level15,
level15:238436,Winter,Bolt,CollectableBolt,-244.762516,11.850461,-4.943056,,,,True,False,,,CollectableBolt,Environment/MISC/Presents/present-box - Tall (7)/BoltHolder/CollectableBolt,CollectableBolt,238436,level15,
level15:238437,Winter,Bolt,CollectableBolt,-57.078999,0.318,-201.084366,,,,True,False,,,CollectableBolt,Environment/MISC/Presents/present-box - Tall (6)/BoltHolder/CollectableBolt,CollectableBolt,238437,level15,
level15:238438,Winter,Bolt,CollectableBolt,-338.131989,-0.052,-214.126007,,,,True,False,,,CollectableBolt,Environment/MISC/Presents/present-box - Tall (4)/BoltHolder/CollectableBolt,CollectableBolt,238438,level15,
level15:238827,Winter,Polaroid,PolaroidCollectable 30,-417.260681,60.750503,428.643768,,,,True,True,,,PolaroidCollectable 30,PhotoStuff/Collectables/PolaroidCollectable 30,CollectablePolaroid,238827,level15,
level15:239031,Winter,Mushroom,CollectableMushroom_13 (1),-869.10228,256.478986,144.468498,,,,True,True,,,CollectableMushroom_13 (1),Environment/MISC/Eggs/Mushroom Eggs/Egg Holder Reward (3)/Cracked/CollectableMushroom_13 (1),CollectableMushroom,239031,level15,
level15:239032,Winter,Mushroom,CollectableMushroom_13 (1),-349.750195,2.817674,316.290463,,,,True,True,,,CollectableMushroom_13 (1),Environment/MISC/Eggs/Mushroom Eggs/Egg Holder Reward (5)/Cracked/CollectableMushroom_13 (1),CollectableMushroom,239032,level15,
level15:239033,Winter,Mushroom,CollectableMushroom_13 (1),-717.051249,21.055849,-402.752217,,,,True,True,,,CollectableMushroom_13 (1),Environment/MISC/Eggs/Mushroom Eggs/Egg Holder Reward (11)/Cracked/CollectableMushroom_13 (1),CollectableMushroom,239033,level15,
level15:239034,Winter,Mushroom,CollectableMushroom_13 (1),-691.484439,18.06657,71.357304,,,,True,True,,,CollectableMushroom_13 (1),Environment/MISC/Eggs/Mushroom Eggs/Egg Holder Reward (4)/Cracked/CollectableMushroom_13 (1),CollectableMushroom,239034,level15,
level15:239035,Winter,Mushroom,CollectableMushroom_13 (1),-91.796537,8.934091,-117.034439,,,,True,False,,,CollectableMushroom_13 (1),Environment/MISC/Eggs/Mushroom Eggs/Egg Holder Reward (6)/Cracked/CollectableMushroom_13 (1),CollectableMushroom,239035,level15,
level15:239036,Winter,Mushroom,CollectableMushroom_13 (1),-899.885215,1.273321,193.889289,,,,True,True,,,CollectableMushroom_13 (1),Environment/MISC/Eggs/Mushroom Eggs/Egg Holder Reward (7)/Cracked/CollectableMushroom_13 (1),CollectableMushroom,239036,level15,
level15:239037,Winter,Mushroom,CollectableMushroom_13 (1),-679.136756,1.011681,-71.28516,,,,True,False,,,CollectableMushroom_13 (1),Environment/MISC/Eggs/Mushroom Eggs/Egg Holder Reward (1)/Cracked/CollectableMushroom_13 (1),CollectableMushroom,239037,level15,
level15:239038,Winter,Mushroom,CollectableMushroom_13 (1),-843.997708,0.085295,-309.47384,,,,True,True,,,CollectableMushroom_13 (1),Environment/MISC/Eggs/Mushroom Eggs/Egg Holder Reward (10)/Cracked/CollectableMushroom_13 (1),CollectableMushroom,239038,level15,
level15:239039,Winter,Mushroom,CollectableMushroom_13 (1),-804.092303,2.025894,-199.376739,,,,True,True,,,CollectableMushroom_13 (1),Environment/MISC/Eggs/Mushroom Eggs/Egg Holder Reward (9)/Cracked/CollectableMushroom_13 (1),CollectableMushroom,239039,level15,
level15:239040,Winter,Mushroom,CollectableMushroom_13 (1),-795.100379,16.722337,63.522514,,,,True,True,,,CollectableMushroom_13 (1),Environment/MISC/Eggs/Mushroom Eggs/Egg Holder Reward/Cracked/CollectableMushroom_13 (1),CollectableMushroom,239040,level15,
level15:239041,Winter,Mushroom,CollectableMushroom_13 (1),-225.866662,5.360375,-283.754263,,,,True,True,,,CollectableMushroom_13 (1),Environment/MISC/Eggs/Mushroom Eggs/Egg Holder Reward (2)/Cracked/CollectableMushroom_13 (1),CollectableMushroom,239041,level15,
level15:239085,Winter,NPC,Loof,-559.776001,18.106001,-172.106995,,,,True,True,,,Windmill1,Frog Folder/Misc/Windmill1,NpcBase,239085,level15,
level15:239088,Winter,NPC,Keira,-678.450012,26.959999,122.300003,,,,True,True,,,ClimbLookOut1,Frog Folder/Misc/Lookout Tower/Winter/ClimbLookOut1,NpcBase,239088,level15,
level15:239091,Winter,NPC,Nabil,-420.660004,80.970001,-70.239998,,,,True,True,,,Mt.Steg2,Frog Folder/Mountains/Mt. Steg/Winter/Mt.Steg2,NpcBase,239091,level15,
level15:239093,Winter,NPC,Jurgen,-829.72998,260.772003,-282.800995,,,,True,True,,,Mt.AnatolFrog2,Frog Folder/Mountains/Mt. Anatol/Winter/Mt.AnatolFrog2,NpcBase,239093,level15,
level15:239096,Winter,NPC,Crob,-524.056274,97.186768,402.835175,,,,True,True,,,Plateau1(DialogueHolder),Frog Folder/Plateaua/Plateau1(DialogueHolder),NpcBase,239096,level15,
level15:239099,Winter,NPC,Larry,-666.682068,16.109867,198.874649,,,,True,True,,,Digger1,Frog Folder/Misc/Big Bone Site/Winter/Digger1,NpcBase,239099,level15,
level15:239103,Winter,NPC,Crackle,-863.098022,173.869995,-376.098999,,,,True,True,,,Mt.AnatolFrog3,Frog Folder/Mountains/Mt. Anatol/Winter/Mt.AnatolFrog3,NpcBase,239103,level15,
level15:239107,Winter,NPC,Bert,-245.610381,2.7526,161.544619,,,,True,True,,,Mt.OrangeStandFrog,Frog Folder/Mountains/Mt.Orange/Winter/Mt.OrangeStandFrog,NpcBase,239107,level15,
level15:239109,Winter,Quest giver,Andrew,-588.013794,0.338,119.345657,Time Travel!,giver,,True,True,,,Airport1,Frog Folder/Quest/Done/No Reward/Airport1,NpcBase,239109,level15,
level15:239112,Winter,NPC,Slasher,-708.781628,12.1006,-133.30895,,,,True,True,,,Mechanic1,Frog Folder/Misc/Garage/Winter/Mechanic1,NpcBase,239112,level15,
level15:239114,Winter,NPC,Ian,-171.503178,93.9062,348.565447,,,,True,True,,,Mt.CroobFrog4,Frog Folder/Mountains/Mt.Croob/Winter/Mt.CroobFrog4,NpcBase,239114,level15,
level15:239116,Winter,NPC,Spot,-586.682983,0.45,-36.028,,,,False,False,,,LeafForest1,Frog Folder/Misc/Leaf Zone/Winter/LeafForest1,NpcBase,239116,level15,
level15:239121,Winter,Quest giver,Teemo,-849.234009,-0.017,-307.050995,Rescue Teemo!,giver,,True,True,,,Cult4,Frog Folder/Quest/Done/Mush/Cult4,NpcBase,239121,level15,
level15:239123,Winter,NPC,Barry,-799.718018,64.825996,497.737,,,,True,True,,,Snowman3,Frog Folder/Plateaua/Snowmen/Snowman3,NpcBase,239123,level15,
level15:239125,Winter,Quest giver,Hopper,-227.229996,23.860001,-158.070007,Hopper's Lost Binoculars!!,giver,,True,True,,,ClimbLookOut4,Frog Folder/Quest/Done/Mush/ClimbLookOut4,NpcBase,239125,level15,
level15:239130,Winter,NPC,Sid,-248.889999,3.87,-280.75,,,,True,True,,,RiverHutFrog1,Frog Folder/Water/River Huts/Winter/RiverHutFrog1,NpcBase,239130,level15,
level15:239137,Winter,NPC,Winder,-562.63501,7.298,249.212997,,,,True,True,,,BookTown3,Frog Folder/Other Towns/Book Town/Winter/BookTown3,NpcBase,239137,level15,
level15:239139,Winter,NPC,Bron,-332.088776,8.735001,66.321418,,,,True,True,,,TownFrog1(CombinedDialogue),Frog Folder/Town/TownFrog1(CombinedDialogue),NpcBase,239139,level15,
level15:239144,Winter,NPC,Tombago,-753.859985,16.365999,126.309998,,,,False,False,,,Bazzar1,Frog Folder/Misc/Bazaar/Winter/Bazzar1,NpcBase,239144,level15,
level15:239150,Winter,NPC,Hanging On,-251.603622,53.254786,215.601871,,,,False,False,,,Hanging On,Frog Folder/Mountains/Mt.Orange/Hanging On,NpcBase,239150,level15,
level15:239151,Winter,NPC,Mel,-639.0088,200.075,167.66542,,,,False,False,,,Mt.ThunderFrog5,Frog Folder/Mountains/Mt.Thunder/Winter/Mt.ThunderFrog5,NpcBase,239151,level15,
level15:239155,Winter,NPC,Clegwell,-860.51001,167.399994,170.710007,,,,True,True,,,Mt.TownFrog2,Frog Folder/Mountains/Mt.Town/Winter/Mt.TownFrog2,NpcBase,239155,level15,
level15:239159,Winter,NPC,Robbie,-287.296774,1.839,-105.54258,,,,True,True,,,BeachGoer1,Frog Folder/Water/Beach Bay/BeachGoer1,NpcBase,239159,level15,
level15:239161,Winter,NPC,Robin,-504.25,60.146999,526.340027,,,,True,True,,,Plateau6,Frog Folder/Plateaua/Huts/Winter/Plateau6,NpcBase,239161,level15,
level15:239162,Winter,NPC,Fisher,-213.744774,153.686999,-49.846583,,,,True,True,,,Mt.TreeFrog1,Frog Folder/Mountains/Mt.Tree/Winter/Mt.TreeFrog1,NpcBase,239162,level15,
level15:239164,Winter,NPC,Hermes,-619.253845,168.55661,-81.640732,,,,True,True,,,Mt.HandsFrog3,Frog Folder/Mountains/Mt. Hands/Winter/Mt.HandsFrog3,NpcBase,239164,level15,
level15:239166,Winter,NPC,Olive,-238.440056,1.690338,-56.857578,,,,True,True,,,LaughingSittingFrog,Frog Folder/Huts/Demo Area/Winter/LaughingSittingFrog,NpcBase,239166,level15,
level15:239169,Winter,NPC,Crumb,-480.709991,2.05,-133.800003,,,,True,True,,,LumberJack,Frog Folder/Misc/Mushroom Forest/Winter/LumberJack,NpcBase,239169,level15,
level15:239173,Winter,NPC,Tooth,-81.603445,8.258228,464.019001,,,,True,True,,,TrainingFrog1,Frog Folder/Huts/Demo Area/Winter/TrainingFrog1,NpcBase,239173,level15,
level15:239176,Winter,NPC,Teemo,-388.390015,8.53,-249.520004,,,,False,False,,,Cult4Delivered,Frog Folder/Quest/Targets/Cult4Delivered,NpcBase,239176,level15,
level15:239177,Winter,NPC,Lentil,-848.830017,0.366,91.389999,,,,True,True,,,Mt.TownFrog1,Frog Folder/Mountains/Mt.Town/Winter/Mt.TownFrog1,NpcBase,239177,level15,
level15:239182,Winter,NPC,Cass,-280.584778,94.879002,180.897433,,,,True,True,,,SittingMt.OrangeFrog,Frog Folder/Mountains/Mt.Orange/Winter/SittingMt.OrangeFrog,NpcBase,239182,level15,
level15:239186,Winter,NPC,Len,-792.390015,2.784,-220.130005,,,,True,True,,,Punk5,Frog Folder/Punk Camp/Punk5,NpcBase,239186,level15,
level15:239190,Winter,NPC,Cultist,-842.875244,0.063,-303.340057,,,,True,True,,,Cult 5,Frog Folder/Cult/Cult 5,NpcBase,239190,level15,
level15:239192,Winter,NPC,Jeff,-70.910025,8.372338,205.755387,,,,True,True,,,Situps,Frog Folder/Huts/Demo Area/Winter/Situps,NpcBase,239192,level15,
level15:239195,Winter,NPC,Caly,-526.352793,198.687,229.193424,,,,True,True,,,Mt.ThunderFrog9,Frog Folder/Mountains/Mt.Thunder/Winter/Mt.ThunderFrog9,NpcBase,239195,level15,
level15:239199,Winter,NPC,Grain,-514.875986,2.4462,-370.669793,,,,True,True,,,Mt.ConeFrog2,Frog Folder/Mountains/Mt. Cone/Winter/Mt.ConeFrog2,NpcBase,239199,level15,
level15:239202,Winter,NPC,Keira,-786.330017,16.65,73.610001,,,,True,True,,,WallTown3,Frog Folder/Other Towns/Walled Town/Winter/WallTown3,NpcBase,239202,level15,
level15:239204,Winter,NPC,Mark,-435.980011,3.478,-342.808014,,,,True,True,,,LookingDownFrog(DialogueHolder),Frog Folder/Water/LookingDownFrog(DialogueHolder),NpcBase,239204,level15,
level15:239207,Winter,Shrine,GFX,-405.115997,3.851,-45.984001,,,,True,True,,,GFX,Environment/MISC/Bird Boxes/birdhouse-b (2)/GFX,InteractableShrine,239207,level15,
level15:239208,Winter,Shrine,GFX,-249.220001,9.19,63.93,,,,True,True,,,GFX,Environment/MISC/Bird Boxes/birdhouse-b/GFX,InteractableShrine,239208,level15,
level15:239209,Winter,Shrine,GFX,-295.095001,3.86,196.837997,,,,True,True,,,GFX,Environment/MISC/Bird Boxes/birdhouse-b (1)/GFX,InteractableShrine,239209,level15,
level15:239307,Winter,NPC,Lisa,-624.903397,1.800315,267.133789,,,,True,True,,,NormalFrogPrefab,Patrolling/Bicycle/Bike Patrol Holder_Norm/BikeMesh/NormalFrogPrefab,NpcBase,239307,level15,
level15:240517,Winter,Shrine,Reactive Jar,-569.580017,16.785,239.059998,,,,True,True,,,Reactive Jar,Environment/MISC/Reactive Jars/Jar Holder (22)/Reactive Jar,InteractableShrine,240517,level15,
level15:240518,Winter,Shrine,Reactive Jar,-379.119537,8.537,-243.87056,,,,True,True,,,Reactive Jar,Environment/MISC/Reactive Jars/Jar Holder (7)/Reactive Jar,InteractableShrine,240518,level15,
level15:240519,Winter,Shrine,Reactive Jar,-705.479065,1.352,-215.928284,,,,True,True,,,Reactive Jar,Environment/MISC/Reactive Jars/Jar Holder (12)/Reactive Jar,InteractableShrine,240519,level15,
level15:240520,Winter,Shrine,Reactive Jar,-339.51001,8.962,64.379997,,,,True,True,,,Reactive Jar,Environment/MISC/Reactive Jars/Jar Holder (28)/Reactive Jar,InteractableShrine,240520,level15,
level15:240521,Winter,Shrine,Reactive Jar,-403.964996,83.122002,-71.126999,,,,True,True,,,Reactive Jar,Environment/MISC/Reactive Jars/Jar Holder (37)/Reactive Jar,InteractableShrine,240521,level15,
level15:240522,Winter,Shrine,Reactive Jar,-712.093994,11.929,-141.5,,,,True,True,,,Reactive Jar,Environment/MISC/Reactive Jars/Jar Holder (15)/Reactive Jar,InteractableShrine,240522,level15,
level15:240523,Winter,Shrine,Reactive Jar,-265.0,18.879,351.390015,,,,True,True,,,Reactive Jar,Environment/MISC/Reactive Jars/Jar Holder/Reactive Jar,InteractableShrine,240523,level15,
level15:240524,Winter,Shrine,Reactive Jar,-152.820007,79.650002,355.98999,,,,True,True,,,Reactive Jar,Environment/MISC/Reactive Jars/Jar Holder (34)/Reactive Jar,InteractableShrine,240524,level15,
level15:240525,Winter,Shrine,Reactive Jar,-756.200012,8.71,-417.529999,,,,True,True,,,Reactive Jar,Environment/MISC/Reactive Jars/Jar Holder (13)/Reactive Jar,InteractableShrine,240525,level15,
level15:240526,Winter,Shrine,Reactive Jar,-819.732971,87.297997,518.125977,,,,True,True,,,Reactive Jar,Environment/MISC/Reactive Jars/Jar Holder (60)/Reactive Jar,InteractableShrine,240526,level15,
level15:240527,Winter,Shrine,Reactive Jar,-887.072998,138.701004,163.912003,,,,True,True,,,Reactive Jar,Environment/MISC/Reactive Jars/Jar Holder (44)/Reactive Jar,InteractableShrine,240527,level15,
level15:240528,Winter,Shrine,Reactive Jar,-267.52536,135.639999,197.919403,,,,True,False,,,Reactive Jar,Environment/MISC/Reactive Jars/Jar Holder (30)/Reactive Jar,InteractableShrine,240528,level15,
level15:240529,Winter,Shrine,Reactive Jar,-566.419983,225.649994,-354.220001,,,,True,True,,,Reactive Jar,Environment/MISC/Reactive Jars/Jar Holder (39)/Reactive Jar,InteractableShrine,240529,level15,
level15:240530,Winter,Shrine,Reactive Jar,-67.93,4.8,124.120003,,,,True,False,,,Reactive Jar,Environment/MISC/Reactive Jars/Jar Holder (27)/Reactive Jar,InteractableShrine,240530,level15,
level15:240531,Winter,Shrine,Reactive Jar,-109.190002,231.100006,377.149994,,,,True,True,,,Reactive Jar,Environment/MISC/Reactive Jars/Jar Holder (51)/Reactive Jar,InteractableShrine,240531,level15,
level15:240532,Winter,Shrine,Reactive Jar,-151.039993,148.869995,-102.550003,,,,True,True,,,Reactive Jar,Environment/MISC/Reactive Jars/Jar Holder (35)/Reactive Jar,InteractableShrine,240532,level15,
level15:240533,Winter,Shrine,Reactive Jar,-223.371994,3.648,-313.65799,,,,True,False,,,Reactive Jar,Environment/MISC/Reactive Jars/Jar Holder (6)/Reactive Jar,InteractableShrine,240533,level15,
level15:240534,Winter,Shrine,Reactive Jar,-92.57,9.074,-107.330002,,,,True,True,,,Reactive Jar,Environment/MISC/Reactive Jars/Jar Holder (3)/Reactive Jar,InteractableShrine,240534,level15,
level15:240535,Winter,Shrine,Reactive Jar,-642.210022,199.843002,171.800003,,,,True,True,,,Reactive Jar,Environment/MISC/Reactive Jars/Jar Holder (47)/Reactive Jar,InteractableShrine,240535,level15,
level15:240536,Winter,Shrine,Reactive Jar,-895.822144,0.756,224.770111,,,,True,True,,,Reactive Jar,Environment/MISC/Reactive Jars/Jar Holder (19)/Reactive Jar,InteractableShrine,240536,level15,
level15:240537,Winter,Shrine,Reactive Jar,-359.007996,136.791,-153.259003,,,,True,True,,,Reactive Jar,Environment/MISC/Reactive Jars/Jar Holder (38)/Reactive Jar,InteractableShrine,240537,level15,
level15:240538,Winter,Shrine,Reactive Jar,-615.690002,326.359985,194.899994,,,,True,True,,,Reactive Jar,Environment/MISC/Reactive Jars/Jar Holder (46)/Reactive Jar,InteractableShrine,240538,level15,
level15:240539,Winter,Shrine,Reactive Jar,-835.48999,73.721001,-114.220001,,,,True,True,,,Reactive Jar,Environment/MISC/Reactive Jars/Jar Holder (17)/Reactive Jar,InteractableShrine,240539,level15,
level15:240540,Winter,Shrine,Reactive Jar,-883.289978,235.350006,182.839996,,,,True,False,,,Reactive Jar,Environment/MISC/Reactive Jars/Jar Holder (45)/Reactive Jar,InteractableShrine,240540,level15,
level15:240541,Winter,Shrine,Reactive Jar,-595.041992,344.657013,468.908997,,,,True,True,,,Reactive Jar,Environment/MISC/Reactive Jars/Jar Holder (54)/Reactive Jar,InteractableShrine,240541,level15,
level15:240542,Winter,Shrine,Reactive Jar,-66.37355,8.3,206.316833,,,,True,False,,,Reactive Jar,Environment/MISC/Reactive Jars/Jar Holder (26)/Reactive Jar,InteractableShrine,240542,level15,
level15:240543,Winter,Shrine,Reactive Jar,-529.22998,8.74,-277.630005,,,,True,True,,,Reactive Jar,Environment/MISC/Reactive Jars/Jar Holder (11)/Reactive Jar,InteractableShrine,240543,level15,
level15:240544,Winter,Shrine,Reactive Jar,-172.621994,2.277,260.175995,,,,True,False,,,Reactive Jar,Environment/MISC/Reactive Jars/Jar Holder (1)/Reactive Jar,InteractableShrine,240544,level15,
level15:240545,Winter,Shrine,Reactive Jar,-402.022003,9.92,-260.40799,,,,True,True,,,Reactive Jar,Environment/MISC/Reactive Jars/Jar Holder (8)/Reactive Jar,InteractableShrine,240545,level15,
level15:240546,Winter,Shrine,Reactive Jar,-660.906006,-0.059,-35.203999,,,,True,True,,,Reactive Jar,Environment/MISC/Reactive Jars/Jar Holder (16)/Reactive Jar,InteractableShrine,240546,level15,
level15:240547,Winter,Shrine,Reactive Jar,-294.63269,0.44,71.071106,,,,True,True,,,Reactive Jar,Environment/MISC/Reactive Jars/Jar Holder (29)/Reactive Jar,InteractableShrine,240547,level15,
level15:240548,Winter,Shrine,Reactive Jar,-667.166809,235.001114,-100.069786,,,,True,True,,,Reactive Jar,Environment/MISC/Reactive Jars/Jar Holder (41)/Reactive Jar,InteractableShrine,240548,level15,
level15:240549,Winter,Shrine,Reactive Jar,-149.160004,141.720001,406.040009,,,,True,True,,,Reactive Jar,Environment/MISC/Reactive Jars/Jar Holder (32)/Reactive Jar,InteractableShrine,240549,level15,
level15:240550,Winter,Shrine,Reactive Jar,-504.512909,60.130001,531.436707,,,,True,True,,,Reactive Jar,Environment/MISC/Reactive Jars/Jar Holder (56)/Reactive Jar,InteractableShrine,240550,level15,
level15:240551,Winter,Shrine,Reactive Jar,-319.200012,1.35,204.300003,,,,True,True,,,Reactive Jar,Environment/MISC/Reactive Jars/Jar Holder (25)/Reactive Jar,InteractableShrine,240551,level15,
level15:240552,Winter,Shrine,Reactive Jar,-899.463013,0.306,181.240997,,,,True,True,,,Reactive Jar,Environment/MISC/Reactive Jars/Jar Holder (42)/Reactive Jar,InteractableShrine,240552,level15,
level15:240553,Winter,Shrine,Reactive Jar,-653.570007,151.108994,442.821991,,,,True,True,,,Reactive Jar,Environment/MISC/Reactive Jars/Jar Holder (52)/Reactive Jar,InteractableShrine,240553,level15,
level15:240554,Winter,Shrine,Reactive Jar,-27.591999,3.207,-238.421005,,,,True,True,,,Reactive Jar,Environment/MISC/Reactive Jars/Jar Holder (4)/Reactive Jar,InteractableShrine,240554,level15,
level15:240555,Winter,Shrine,Reactive Jar,-199.216003,148.261002,-77.511002,,,,True,True,,,Reactive Jar,Environment/MISC/Reactive Jars/Jar Holder (36)/Reactive Jar,InteractableShrine,240555,level15,
level15:240556,Winter,Shrine,Reactive Jar,-362.516998,175.578995,-184.725998,,,,True,True,,,Reactive Jar,Environment/MISC/Reactive Jars/Jar Holder (53)/Reactive Jar,InteractableShrine,240556,level15,
level15:240557,Winter,Shrine,Reactive Jar,-414.312317,14.08,133.8396,,,,True,False,,,Reactive Jar,Environment/MISC/Reactive Jars/Jar Holder (24)/Reactive Jar,InteractableShrine,240557,level15,
